text,label
"GOVERNMENT OF Punjab
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: BPL
                
                Head of Family: RADHA KRISHNA
                Address: 822 Indiranagar, Ludhiana 110002
                
                Family Members:
                1. NARESH TIWARI (HEAD) - Age 37
2. MAMTA SRIVASTAVA (WIFE) - Age 57
3. ROHIT SHAH (SON) - Age 6
4. VIKASH SINGH (DAUGHTER) - Age 19
                
                Family Size: 4
                Card Number: PU778053778",RATION_CARD
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: ASHOK TRIPATHI
                Place of Birth: Visakhapatnam
                Date of Birth: 22/07/1996
                Passport No: Z7492678
                Place of Issue: Visakhapatnam
                Date of Issue: 07/10/2022
                Date of Expiry: 20/02/2026",PASSPORT
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: VIKASH SINGH
                Date of Birth: 14/04/1988
                Aadhar Number: 8364 1870 9750
                Address: 243 Indiranagar, Hyderabad 110003
                Male/Female: Male",AADHAR_CARD
"Kerala सरकार GOVERNMENT OF Kerala
                खाद्य एवं नागरिक आपूर्ति विभाग
                
                राशन कार्ड/RATION CARD
                Category: BPL
                
                मुखिया/Head: USHA SAXENA
                पता/Address: 218 Anna Nagar, Bhopal 400002
                परिवार के सदस्य: 5",RATION_CARD
"KARNATAKA STATE BOARD OF EDUCATION
                CLASS XII EXAMINATION
                MARK SHEET
                
                Name: ANIL VERMA
                Father Name: RAM PRASAD
                Roll Number: 696449
                
                SUBJECTS:
                English: 83/100
Mathematics: 91/100
Science: 65/100
Social Studies: 62/100
Hindi: 66/100
                
                Total Marks: 444
                Percentage: 63.44%
                Grade: C1
                Result: PASS",MARKSHEET
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: NARESH TIWARI
                जन्म स्थान/Place of Birth: Delhi
                जन्म तिथि/Date of Birth: 04/01/1983
                पासपोर्ट संख्या/Passport No: T5540626",PASSPORT
"MUMBAI MUNICIPAL CORPORATION
                जन्म प्रमाण पत्र
                
                नाम/Name: KAVYA NAIR
                जन्म तिथि/Date of Birth: 06/09/1964
                जन्म स्थान/Place of Birth: Rajkot
                पिता का नाम/Father: RAM PRASAD
                माता का नाम/Mother: ANITA KUMARI
                
                पंजीकरण संख्या: CHN/1964/98768",BIRTH_CERTIFICATE
"Delhi University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: PUSHPA TIWARI
                Registration No: BNG/1973/15379
                Programme: B.Com
                Semester: IV
                
                English: C
Mathematics: B+
Science: B
Social Studies: A
Hindi: C
                
                CGPA: 6.38
                Classification: First Class",MARKSHEET
"GOVERNMENT OF Tamil Nadu
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt REKHA PANDEY
                Son/Daughter of DEVENDRA SINGH
                Residing at: 434 Basavanagudi, Vadodara 110002
                
                Belongs to SC CATEGORY
                Community: PATEL
                
                This certificate is issued for the purpose of employment.
                
                Valid until: 13/03/2029",COMMUNITY_CERTIFICATE
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: SUNITA DEVI
                पिता/Father: GANESH PRASAD
                जन्म तिथि/DOB: 01/05/1968
                स्थायी खाता संख्या/PAN: APQLF9148F",PAN_CARD
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: RAJESH KUMAR
                पिता/Father: BRIJESH KUMAR
                जन्म तिथि/DOB: 22/02/1970
                स्थायी खाता संख्या/PAN: ZDIZU1164Z",PAN_CARD
"Bangalore University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: NEHA VERMA
                Registration No: CHN/1999/21942
                Programme: B.Com
                Semester: VII
                
                English: A+
Mathematics: B
Science: B
Social Studies: A+
Hindi: B+
                
                CGPA: 7.27
                Classification: Third Class",MARKSHEET
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: ANITA KUMARI
                Place of Birth: Agra
                Date of Birth: 05/07/1982
                Passport No: U5872887
                Place of Issue: Agra
                Date of Issue: 08/10/2020
                Date of Expiry: 05/03/2026",PASSPORT
"EMPLOYEE SMART CARD
                Healthcare Ltd
                
                Name: ROHIT SHAH
                Employee ID: EMP1184
                Department: Research
                Designation: Analyst
                
                Valid From: 16/08/2022
                Valid Till: 02/05/2030",SMART_CARD
"Rajasthan TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: KAVYA NAIR
                Father Name: NARENDRA PRASAD
                Date of Birth: 09/03/2003
                License Number: RJ2542592920
                Issue Date: 17/10/2022
                Authorization: LMV",DRIVING_LICENSE
"STATE BANK OF INDIA
                SAVINGS BANK PASSBOOK
                
                Account Holder: KIRAN SHUKLA
                Account Number: 51964148288
                IFSC Code: HJWO0228213
                Branch: Surat Branch
                
                Address: 461 Brigade Road, Surat 400003
                
                Current Balance: ₹64954.25
                
                Recent Transactions:
                23/11/2024 - UPI Transfer - ₹32528.00
20/11/2024 - ATM Withdrawal - ₹21856.00
01/11/2024 - ATM Withdrawal - ₹20595.00",BANK_PASSBOOK
"Bangalore University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: PRIYA SHARMA
                Registration No: MUM/1997/91333
                Programme: MBA
                Semester: V
                
                English: B+
Mathematics: B
Science: B
Social Studies: B+
Hindi: A
                
                CGPA: 8.85
                Classification: Third Class",MARKSHEET
"TAMIL NADU STATE BOARD OF EDUCATION
                CLASS X EXAMINATION
                MARK SHEET
                
                Name: DEEPIKA JOSHI
                Father Name: GANESH PRASAD
                Roll Number: 810773
                
                SUBJECTS:
                English: 66/100
Mathematics: 84/100
Science: 96/100
Social Studies: 79/100
Hindi: 89/100
                
                Total Marks: 438
                Percentage: 73.98%
                Grade: B1
                Result: PASS",MARKSHEET
"GOVERNMENT OF Andhra Pradesh
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt VINOD MISHRA
                Son/Daughter of MOHAN LAL
                Residing at: 689 Brigade Road, Agra 110001
                
                Belongs to GENERAL CATEGORY
                Community: SHARMA
                
                This certificate is issued for the purpose of scholarship.
                
                Valid until: 10/05/2026",COMMUNITY_CERTIFICATE
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: VINOD MISHRA
                Place of Birth: Hyderabad
                Date of Birth: 23/01/1996
                Passport No: H7770111
                Place of Issue: Hyderabad
                Date of Issue: 18/04/2022
                Date of Expiry: 22/02/2035",PASSPORT
"EMPLOYEE SMART CARD
                Tech Corp
                
                Name: NEHA VERMA
                Employee ID: EMP5975
                Department: Finance
                Designation: Analyst
                
                Valid From: 22/08/2024
                Valid Till: 27/07/2026",SMART_CARD
"Uttar Pradesh TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: SUNITA DEVI
                Father Name: HARI SHANKAR
                Date of Birth: 02/12/1979
                License Number: UP8847961252
                Issue Date: 11/12/2020
                Authorization: MCWOG",DRIVING_LICENSE
"GOVERNMENT OF Andhra Pradesh
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: AAY
                
                Head of Family: MAMTA SRIVASTAVA
                Address: 829 Park Street, Kolkata 600005
                
                Family Members:
                1. SUNITA DEVI (HEAD) - Age 38
2. SITA GUPTA (WIFE) - Age 37
                
                Family Size: 4
                Card Number: AN690354680",RATION_CARD
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: SANJAY DUBEY
                जन्म स्थान/Place of Birth: Hyderabad
                जन्म तिथि/Date of Birth: 20/04/1984
                पासपोर्ट संख्या/Passport No: K8278556",PASSPORT
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: DEEPAK SRIVASTAVA
                Date of Birth: 25/08/1992
                Aadhar Number: 7102 6778 4509
                Address: 731 Commercial Street, Vadodara 400003
                Male/Female: Male",AADHAR_CARD
"MUMBAI MUNICIPAL CORPORATION
                जन्म प्रमाण पत्र
                
                नाम/Name: MOHAN LAL
                जन्म तिथि/Date of Birth: 09/03/1991
                जन्म स्थान/Place of Birth: Indore
                पिता का नाम/Father: RAM PRASAD
                माता का नाम/Mother: MAMTA SRIVASTAVA
                
                पंजीकरण संख्या: DEL/1991/76858",BIRTH_CERTIFICATE
"ELECTION COMMISSION OF INDIA
                ELECTORAL PHOTO IDENTITY CARD
                
                Name: RITA SINGH
                Father's Name: DEVENDRA SINGH
                EPIC No: YCH3917612
                Age: 36
                Address: 974 Rajajinagar, Surat 600001",VOTER_ID
"GOVERNMENT OF Andhra Pradesh
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: APL
                
                Head of Family: VINOD MISHRA
                Address: 373 Church Street, Vadodara 110002
                
                Family Members:
                1. MAMTA SRIVASTAVA (HEAD) - Age 47
2. VINOD MISHRA (WIFE) - Age 56
3. KIRAN KUMAR (SON) - Age 44
4. ANIL VERMA (DAUGHTER) - Age 8
5. DINESH KUMAR (DAUGHTER) - Age 45
                
                Family Size: 6
                Card Number: AN512308609",RATION_CARD
"DELHI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: ASHOK TRIPATHI
                Date of Birth: 25/06/1976
                Place of Birth: Bangalore
                Father's Name: KRISHNA KUMAR
                Mother's Name: RADHA KRISHNA
                
                Registration Number: DEL/1976/19669
                Date of Registration: 23/02/2021",BIRTH_CERTIFICATE
"ELECTION COMMISSION OF INDIA
                ELECTORAL PHOTO IDENTITY CARD
                
                Name: POOJA MISHRA
                Father's Name: MAHENDRA SINGH
                EPIC No: JGO3405076
                Age: 26
                Address: 748 Church Street, Agra 400003",VOTER_ID
"भारतीय निर्वाचन आयोग
                ELECTION COMMISSION OF INDIA
                मतदाता पहचान पत्र/VOTER ID
                
                नाम/Name: NEHA VERMA
                पिता का नाम/Father: BRIJESH KUMAR
                मतदाता संख्या/EPIC: NGK8663443",VOTER_ID
"GOVERNMENT OF Telangana
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt PRIYA SHARMA
                Son/Daughter of BRIJESH KUMAR
                Residing at: 328 Rajajinagar, Nashik 600004
                
                Belongs to SC CATEGORY
                Community: KUMAR
                
                This certificate is issued for the purpose of employment.
                
                Valid until: 21/02/2030",COMMUNITY_CERTIFICATE
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: MOHAN LAL
                जन्म तिथि/DOB: 24/11/1994  
                आधार संख्या/Aadhaar No.: 7140 1782 4260
                पता/Address: 556 Malleshwaram, Jaipur 110004",AADHAR_CARD
"BRUHAT BENGALURU MAHANAGARA PALIKE
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: RAJESH KUMAR
                Date of Birth: 11/09/2000
                Place of Birth: Nagpur
                Father's Name: RAJENDRA KUMAR
                Mother's Name: DEEPIKA JOSHI
                
                Registration Number: DEL/2000/48565
                Date of Registration: 15/03/2022",BIRTH_CERTIFICATE
"ICSE BOARD OF EDUCATION
                SECONDARY SCHOOL LEAVING CERTIFICATE EXAMINATION
                MARK SHEET
                
                Name: ANJALI SHAH
                Father Name: HARI SHANKAR
                Roll Number: 286897
                
                SUBJECTS:
                English: 97/100
Mathematics: 66/100
Science: 94/100
Social Studies: 63/100
Hindi: 75/100
                
                Total Marks: 430
                Percentage: 61.24%
                Grade: B2
                Result: PASS",MARKSHEET
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: SHOBA DUBEY
                Father's Name: HARI SHANKAR
                Date of Birth: 26/06/1984
                PAN: KJEJG9090O
                Signature",PAN_CARD
"STATE BANK OF INDIA
                SAVINGS BANK PASSBOOK
                
                Account Holder: ANIL VERMA
                Account Number: 65516037165
                IFSC Code: KSBT0929914
                Branch: Coimbatore Branch
                
                Address: 654 Residency Road, Coimbatore 560001
                
                Current Balance: ₹13114.74
                
                Recent Transactions:
                26/11/2024 - ATM Withdrawal - ₹764.00
12/11/2024 - Salary Credit - ₹46272.00
03/11/2024 - ATM Withdrawal - ₹23292.00",BANK_PASSBOOK
"EMPLOYEE SMART CARD
                University
                
                Name: GEETA AGARWAL
                Employee ID: EMP9531
                Department: IT
                Designation: Executive
                
                Valid From: 19/06/2021
                Valid Till: 13/11/2026",SMART_CARD
"ELECTORAL ROLL
                VOTER IDENTITY CARD
                
                Voter Name: USHA SAXENA
                Relation: S/O SURESH KUMAR
                Voter ID: DLK9494825
                Assembly Constituency: West Delhi",VOTER_ID
"ELECTORAL ROLL
                VOTER IDENTITY CARD
                
                Voter Name: SANJAY DUBEY
                Relation: S/O GANESH PRASAD
                Voter ID: LIT3774140
                Assembly Constituency: West Lucknow",VOTER_ID
"Uttar Pradesh सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती DINESH KUMAR
                पुत्र/पुत्री: RAJENDRA KUMAR
                निवासी: 297 Indiranagar, Mumbai 600002
                
                जाति: PATEL
                श्रेणी: OBC",COMMUNITY_CERTIFICATE
"UNIQUE IDENTIFICATION AUTHORITY
                GOVERNMENT OF INDIA
                
                VIJAY SHUKLA
                DOB: 27/09/1993
                UID: 6856 5024 1758
                Address: 516 Jayanagar, Agra 400005
                Mobile: +91 7721071384",AADHAR_CARD
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: RAMESH PATEL
                Date of Birth: 10/10/1999
                Aadhar Number: 1500 9301 7509
                Address: 949 Cunningham Road, Vadodara 600003
                Male/Female: Male",AADHAR_CARD
"GOVERNMENT OF Andhra Pradesh
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt SURESH GUPTA
                Son/Daughter of KRISHNA KUMAR
                Residing at: 67 Park Street, Visakhapatnam 600004
                
                Belongs to GENERAL CATEGORY
                Community: KUMAR
                
                This certificate is issued for the purpose of employment.
                
                Valid until: 05/01/2025",COMMUNITY_CERTIFICATE
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: ANIL VERMA
                Father's Name: SURESH KUMAR
                Date of Birth: 21/11/1973
                PAN: EYJRL7673G
                Signature",PAN_CARD
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: MAHESH AGARWAL
                Father's Name: RAM PRASAD
                Date of Birth: 08/10/1964
                PAN: KZJCC8868M
                Signature",PAN_CARD
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: MEERA PATEL
                जन्म स्थान/Place of Birth: Indore
                जन्म तिथि/Date of Birth: 11/09/2002
                पासपोर्ट संख्या/Passport No: U2242198",PASSPORT
"BRUHAT BENGALURU MAHANAGARA PALIKE
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: RADHA KRISHNA
                Date of Birth: 10/04/1987
                Place of Birth: Meerut
                Father's Name: SURESH KUMAR
                Mother's Name: ANJALI SHAH
                
                Registration Number: MUM/1987/97400
                Date of Registration: 27/02/2022",BIRTH_CERTIFICATE
"Punjab सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती VIJAY SHUKLA
                पुत्र/पुत्री: SHYAM SUNDAR
                निवासी: 632 Indiranagar, Ludhiana 600001
                
                जाति: KUMAR
                श्रेणी: GENERAL",COMMUNITY_CERTIFICATE
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: SURESH GUPTA
                पिता/Father: NARENDRA PRASAD
                जन्म तिथि/DOB: 02/12/1997
                स्थायी खाता संख्या/PAN: SHPMK1422R",PAN_CARD
"TRANSPORT DEPARTMENT
                GOVERNMENT OF Kerala
                DRIVING LICENSE
                
                Name: USHA SAXENA
                S/O: RAM PRASAD
                DOB: 11/07/1993
                DL No: KA7853532394
                Address: 320 Malleshwaram, Delhi 400005
                Valid Till: 24/12/2026
                Vehicle Class: MCWOG",DRIVING_LICENSE
"EMPLOYEE SMART CARD
                Government Office
                
                Name: ARJUN REDDY
                Employee ID: EMP2840
                Department: Operations
                Designation: Executive
                
                Valid From: 25/08/2020
                Valid Till: 23/03/2025",SMART_CARD
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: VINOD MISHRA
                पिता/Father: RAJENDRA KUMAR
                जन्म तिथि/DOB: 17/06/1994
                स्थायी खाता संख्या/PAN: BEBUS1314U",PAN_CARD
"TRANSPORT DEPARTMENT
                GOVERNMENT OF Rajasthan
                DRIVING LICENSE
                
                Name: SUNITA DEVI
                S/O: RAM PRASAD
                DOB: 07/07/2003
                DL No: RJ5559224149
                Address: 294 Whitefield, Nagpur 600003
                Valid Till: 19/02/2030
                Vehicle Class: MCWG",DRIVING_LICENSE
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: ROHIT SHAH
                Place of Birth: Agra
                Date of Birth: 13/11/1995
                Passport No: N1097966
                Place of Issue: Agra
                Date of Issue: 04/09/2020
                Date of Expiry: 13/12/2026",PASSPORT
"GOVERNMENT OF Karnataka
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: BPL
                
                Head of Family: MANOJ PANDEY
                Address: 849 Residency Road, Vadodara 400002
                
                Family Members:
                1. SURESH GUPTA (HEAD) - Age 8
2. AMIT SHARMA (WIFE) - Age 33
3. RAKESH JAIN (SON) - Age 61
4. SUNITA DEVI (DAUGHTER) - Age 31
5. RADHA KRISHNA (DAUGHTER) - Age 53
                
                Family Size: 5
                Card Number: KA199525287",RATION_CARD
"Telangana सरकार GOVERNMENT OF Telangana
                खाद्य एवं नागरिक आपूर्ति विभाग
                
                राशन कार्ड/RATION CARD
                Category: BPL
                
                मुखिया/Head: ANKIT JOSHI
                पता/Address: 348 Church Street, Rajkot 110002
                परिवार के सदस्य: 6",RATION_CARD
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: ROHIT SHAH
                जन्म तिथि/DOB: 15/10/1991  
                आधार संख्या/Aadhaar No.: 1882 9422 3642
                पता/Address: 746 Indiranagar, Ludhiana 600001",AADHAR_CARD
"GOVERNMENT OF Maharashtra
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: BPL
                
                Head of Family: ASHOK TRIPATHI
                Address: 492 Malleshwaram, Nagpur 110003
                
                Family Members:
                1. LAKSHMI REDDY (HEAD) - Age 38
2. RADHA KRISHNA (WIFE) - Age 14
3. DINESH KUMAR (SON) - Age 7
4. ANITA KUMARI (DAUGHTER) - Age 60
                
                Family Size: 2
                Card Number: MA812475628",RATION_CARD
"Maharashtra TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: KIRAN SHUKLA
                Father Name: KRISHNA KUMAR
                Date of Birth: 01/10/1961
                License Number: MH6481881465
                Issue Date: 22/03/2021
                Authorization: MCWG",DRIVING_LICENSE
"GOVERNMENT OF Odisha
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt SURESH GUPTA
                Son/Daughter of GANESH PRASAD
                Residing at: 152 Cunningham Road, Nagpur 560003
                
                Belongs to ST CATEGORY
                Community: KUMAR
                
                This certificate is issued for the purpose of scholarship.
                
                Valid until: 23/12/2029",COMMUNITY_CERTIFICATE
"DELHI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: MEERA PATEL
                Date of Birth: 10/06/1993
                Place of Birth: Lucknow
                Father's Name: SHYAM SUNDAR
                Mother's Name: POOJA MISHRA
                
                Registration Number: CHN/1993/39836
                Date of Registration: 16/07/2023",BIRTH_CERTIFICATE
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: NEHA VERMA
                Father's Name: GANESH PRASAD
                Date of Birth: 15/09/1976
                PAN: ONLAF2984J
                Signature",PAN_CARD
"GOVERNMENT OF Maharashtra
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt ANJALI SHAH
                Son/Daughter of DEVENDRA SINGH
                Residing at: 923 MG Road, Kolkata 600002
                
                Belongs to GENERAL CATEGORY
                Community: PATEL
                
                This certificate is issued for the purpose of admission.
                
                Valid until: 11/02/2030",COMMUNITY_CERTIFICATE
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: RAVI CHANDRA
                Father's Name: SHYAM SUNDAR
                Date of Birth: 15/12/2005
                PAN: QPIDA4194U
                Signature",PAN_CARD
"Madhya Pradesh TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: USHA SAXENA
                Father Name: RAM PRASAD
                Date of Birth: 12/02/1986
                License Number: KA4238692461
                Issue Date: 19/01/2022
                Authorization: LMV-NT",DRIVING_LICENSE
"TRANSPORT DEPARTMENT
                GOVERNMENT OF Odisha
                DRIVING LICENSE
                
                Name: MANOJ PANDEY
                S/O: SHYAM SUNDAR
                DOB: 16/08/1961
                DL No: KA1283415781
                Address: 724 Rajajinagar, Bangalore 110004
                Valid Till: 13/04/2025
                Vehicle Class: LMV",DRIVING_LICENSE
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: SITA GUPTA
                Date of Birth: 20/10/1992
                Aadhar Number: 2242 7916 8162
                Address: 858 Cunningham Road, Mumbai 400005
                Male/Female: Female",AADHAR_CARD
"Uttar Pradesh सरकार GOVERNMENT OF Uttar Pradesh
                खाद्य एवं नागरिक आपूर्ति विभाग
                
                राशन कार्ड/RATION CARD
                Category: AAY
                
                मुखिया/Head: SUNITA DEVI
                पता/Address: 943 Park Street, Kolkata 560004
                परिवार के सदस्य: 5",RATION_CARD
"EMPLOYEE SMART CARD
                Government Office
                
                Name: VINOD MISHRA
                Employee ID: EMP1282
                Department: Finance
                Designation: Officer
                
                Valid From: 16/05/2024
                Valid Till: 14/10/2030",SMART_CARD
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: POOJA MISHRA
                जन्म तिथि/DOB: 15/03/1990  
                आधार संख्या/Aadhaar No.: 4387 7065 3066
                पता/Address: 634 Cunningham Road, Pune 110002",AADHAR_CARD
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: NEHA VERMA
                जन्म तिथि/DOB: 16/12/1989  
                आधार संख्या/Aadhaar No.: 1892 8802 9615
                पता/Address: 129 Basavanagudi, Agra 110004",AADHAR_CARD
"GOVERNMENT OF Punjab
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt ARJUN REDDY
                Son/Daughter of RAM PRASAD
                Residing at: 823 Jayanagar, Jaipur 400002
                
                Belongs to GENERAL CATEGORY
                Community: SINGH
                
                This certificate is issued for the purpose of scholarship.
                
                Valid until: 09/09/2028",COMMUNITY_CERTIFICATE
"Haryana सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती ANITA KUMARI
                पुत्र/पुत्री: HARI SHANKAR
                निवासी: 128 Jayanagar, Rajkot 560001
                
                जाति: REDDY
                श्रेणी: SC",COMMUNITY_CERTIFICATE
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: KAVYA NAIR
                जन्म स्थान/Place of Birth: Visakhapatnam
                जन्म तिथि/Date of Birth: 14/10/1990
                पासपोर्ट संख्या/Passport No: O6548435",PASSPORT
"TRANSPORT DEPARTMENT
                GOVERNMENT OF Tamil Nadu
                DRIVING LICENSE
                
                Name: ARJUN REDDY
                S/O: SHYAM SUNDAR
                DOB: 15/12/1963
                DL No: TN6494172505
                Address: 887 Church Street, Jaipur 110001
                Valid Till: 19/09/2028
                Vehicle Class: LMV",DRIVING_LICENSE
"Madhya Pradesh सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती LAKSHMI REDDY
                पुत्र/पुत्री: MOHAN LAL
                निवासी: 540 Cunningham Road, Kanpur 110002
                
                जाति: SINGH
                श्रेणी: OBC",COMMUNITY_CERTIFICATE
"Anna University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: MUKESH YADAV
                Registration No: CHN/1990/50915
                Programme: B.Tech Computer Science
                Semester: VII
                
                English: A
Mathematics: A
Science: B
Social Studies: B
Hindi: C
                
                CGPA: 9.12
                Classification: Third Class",MARKSHEET
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: RAKESH JAIN
                Place of Birth: Meerut
                Date of Birth: 21/10/1997
                Passport No: L3734733
                Place of Issue: Meerut
                Date of Issue: 09/04/2022
                Date of Expiry: 20/12/2031",PASSPORT
"KARNATAKA STATE BOARD OF EDUCATION
                SECONDARY SCHOOL LEAVING CERTIFICATE EXAMINATION
                MARK SHEET
                
                Name: MOHAN LAL
                Father Name: MOHAN LAL
                Roll Number: 256627
                
                SUBJECTS:
                English: 98/100
Mathematics: 67/100
Science: 84/100
Social Studies: 66/100
Hindi: 67/100
                
                Total Marks: 407
                Percentage: 84.56%
                Grade: C1
                Result: PASS",MARKSHEET
"HEALTH SMART CARD
                STATE HEALTH SCHEME
                
                Beneficiary Name: PUSHPA TIWARI
                Card Number: PU898916851
                Family ID: FAM23477
                
                Address: 550 Residency Road, Surat 110004
                Mobile: +91 7284224034
                
                Valid Till: 26/09/2025",SMART_CARD
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: SITA GUPTA
                पिता/Father: KRISHNA KUMAR
                जन्म तिथि/DOB: 22/04/1972
                स्थायी खाता संख्या/PAN: CVWXK3805F",PAN_CARD
"BRUHAT BENGALURU MAHANAGARA PALIKE
                जन्म प्रमाण पत्र
                
                नाम/Name: VIJAY SHUKLA
                जन्म तिथि/Date of Birth: 19/09/2000
                जन्म स्थान/Place of Birth: Ludhiana
                पिता का नाम/Father: SURESH KUMAR
                माता का नाम/Mother: GEETA AGARWAL
                
                पंजीकरण संख्या: CHN/2000/63022",BIRTH_CERTIFICATE
